,Orco +/+ proportion,Orco -/- proportion,Orco +/+ shuffle proportion,Orco -/- shuffle proportion,Orco +/+ shuffle lower bound,Orco -/- shuffle lower bound,Orco +/+ shuffle upper bound,Orco -/- shuffle upper bound
0,0.875,0.8,0.8434,0.8494999999999999,0.795,0.805,0.89,0.895
