,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
433,Orco -/- alpha'/beta' vs. Orco -/- gamma va1d,0.0,0.5555692269832956,-inf,0.5877620566349728
434,Orco -/- alpha'/beta' vs. Orco -/- gamma va1v,0.0,0.30978554190587687,-inf,1.1718750212108178
435,Orco -/- alpha'/beta' vs. Orco -/- gamma va2,0.2857142857142857,1.0,-1.8073549220576042,0.0
436,Orco -/- alpha'/beta' vs. Orco -/- gamma va3,0.18181818181818182,0.481134115798388,-2.4594316186372973,0.7316092207177305
437,Orco -/- alpha'/beta' vs. Orco -/- gamma va4,0.5,1.0,-1.0,0.0
438,Orco -/- alpha'/beta' vs. Orco -/- gamma va5,0.8,0.23593066151597497,-0.3219280948873623,1.4442173242619987
439,Orco -/- alpha'/beta' vs. Orco -/- gamma va6,0.14285714285714285,0.42699177063884197,-2.807354922057604,0.8509905384477965
440,Orco -/- alpha'/beta' vs. Orco -/- gamma va7l,1.0,0.47223845704266293,0.0,0.7502712153711028
441,Orco -/- alpha'/beta' vs. Orco -/- gamma va7m,0.16666666666666666,0.661404228104769,-2.584962500721156,0.4133900857957168
442,Orco -/- alpha'/beta' vs. Orco -/- gamma vc1,1.0,0.47223845704266293,0.0,0.7502712153711028
443,Orco -/- alpha'/beta' vs. Orco -/- gamma vc2,0.5,1.0,-1.0,0.0
444,Orco -/- alpha'/beta' vs. Orco -/- gamma vc3l,0.0,0.17290024266960083,-inf,1.755040482768135
445,Orco -/- alpha'/beta' vs. Orco -/- gamma vc3m,0.0,0.5661509120551211,-inf,0.5688946072455161
446,Orco -/- alpha'/beta' vs. Orco -/- gamma vc4,0.0,0.5555692269832956,-inf,0.5877620566349728
447,Orco -/- alpha'/beta' vs. Orco -/- gamma vc5,3.0,0.05690731797348399,1.584962500721156,2.8663313349862682
448,Orco -/- alpha'/beta' vs. Orco -/- gamma vl1,0.0,1.0,-inf,0.0
449,Orco -/- alpha'/beta' vs. Orco -/- gamma vl2a,0.5,1.0,-1.0,0.0
450,Orco -/- alpha'/beta' vs. Orco -/- gamma vl2p,6.0,0.0010428977803469718,2.584962500721156,6.865752113186316
451,Orco -/- alpha'/beta' vs. Orco -/- gamma vm1,0.0,1.0,-inf,0.0
452,Orco -/- alpha'/beta' vs. Orco -/- gamma vm2,0.0,0.30978554190587687,-inf,1.1718750212108178
453,Orco -/- alpha'/beta' vs. Orco -/- gamma vm3,0.14285714285714285,0.42699177063884197,-2.807354922057604,0.8509905384477965
454,Orco -/- alpha'/beta' vs. Orco -/- gamma vm4,1.0,0.29499523208957384,0.0,1.2207960851811546
455,Orco -/- alpha'/beta' vs. Orco -/- gamma vm5d,0.0,1.0,-inf,0.0
456,Orco -/- alpha'/beta' vs. Orco -/- gamma vm5v,0.2,1.0,-2.321928094887362,0.0
457,Orco -/- alpha'/beta' vs. Orco -/- gamma vm7d,0.0,1.0,-inf,0.0
458,Orco -/- alpha'/beta' vs. Orco -/- gamma vm7v,0.0,1.0,-inf,0.0
459,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta d,0.1111111111111111,1.0,-3.1699250014423126,0.0
460,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta da1,0.2222222222222222,0.653883294764555,-2.1699250014423126,0.42482639182098364
461,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta da2,0.0,0.1415929203539827,-inf,1.9547990964725566
462,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta da3,0.0,1.0,-inf,0.0
463,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta da4l,0.0,1.0,-inf,0.0
464,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta da4m,0.0,1.0,-inf,0.0
465,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dc1,0.037037037037037035,0.11365065145321161,-4.754887502163468,2.174625996599603
466,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dc2,0.1,1.0,-3.321928094887362,0.0
467,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dc3,0.0625,0.45885600994363235,-4.0,0.7790188219634393
468,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dc4,0.0,0.5983344936797832,-inf,0.5136053274320601
469,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl1,0.0,0.12414843090876726,-inf,2.0862774057806672
470,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl2d,0.0,1.0,-inf,0.0
471,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl2v,0.0,1.0,-inf,0.0
472,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl3,0.09090909090909091,1.0,-3.4594316186372973,0.0
473,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl4,0.0,1.0,-inf,0.0
474,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dl5,0.18181818181818182,1.0,-2.4594316186372973,0.0
475,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm1,0.6666666666666666,0.1459134135110422,-0.5849625007211563,1.9247418913458887
476,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm2,0.16666666666666666,1.0,-2.584962500721156,0.0
477,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm3,0.0,1.0,-inf,0.0
478,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm4,0.0,1.0,-inf,0.0
479,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm5,0.3333333333333333,0.4618760813451059,-1.5849625007211563,0.7724586460751457
480,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dm6,0.3333333333333333,0.4618760813451059,-1.5849625007211563,0.7724586460751457
481,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dp1l,0.6,0.08418333474825153,-0.7369655941662062,2.4747583019286044
482,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta dp1m,0.23529411764705882,0.49346456095437874,-2.0874628412503395,0.7063042343297765
483,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta v,0.0,1.0,-inf,0.0
484,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va1d,0.0,0.35889746643889153,-inf,1.0247185400931367
485,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va1v,0.0,0.5906101570197743,-inf,0.5265991120217288
486,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va2,0.4,0.257980909598345,-1.3219280948873622,1.3548696906030606
487,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va3,0.2222222222222222,0.653883294764555,-2.1699250014423126,0.42482639182098364
488,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va4,0.5,0.3702805207229983,-1.0,0.993494396488884
489,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va5,0.4,0.11103354823479109,-1.3219280948873622,2.1979228869845384
490,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va6,0.09090909090909091,1.0,-3.4594316186372973,0.0
491,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va7l,1.0,0.26422250316055496,0.0,1.3309637158028478
492,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta va7m,0.25,0.5408667483036235,-2.0,0.6145823367519889
493,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc1,0.14285714285714285,1.0,-2.807354922057604,0.0
494,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc2,0.16666666666666666,1.0,-2.584962500721156,0.0
495,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc3l,0.0,0.21301102528250185,-inf,1.5464113527226322
496,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc3m,0.0,0.5906101570197743,-inf,0.5265991120217288
497,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc4,0.0,0.5918815540476675,-inf,0.5244487417385123
498,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vc5,0.5,0.11508068138826814,-1.0,2.1621218193198977
499,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vl1,0.0,1.0,-inf,0.0
500,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vl2a,0.14285714285714285,1.0,-2.807354922057604,0.0
501,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vl2p,0.6666666666666666,0.007334451962008582,-0.5849625007211563,4.915172585651118
502,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm1,0.0,1.0,-inf,0.0
503,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm2,0.0,1.0,-inf,0.0
504,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm3,0.2,1.0,-2.321928094887362,0.0
505,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm4,0.4,0.257980909598345,-1.3219280948873622,1.3548696906030606
506,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm5d,0.0,0.5906101570197743,-inf,0.5265991120217288
507,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm5v,0.125,1.0,-3.0,0.0
508,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm7d,0.0,0.5983344936797832,-inf,0.5136053274320601
509,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta vm7v,0.0,1.0,-inf,0.0
510,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle d,0.2,1.0,-2.321928094887362,0.0
511,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle da1,2.0,0.052106468035671545,1.0,2.9544661913703667
512,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle da2,0.125,1.0,-3.0,0.0
513,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle da3,0.0,0.3544661505567905,-inf,1.0371424225991508
514,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle da4l,0.0,0.5906101570197743,-inf,0.5265991120217288
515,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle da4m,0.0,0.5918815540476675,-inf,0.5244487417385123
516,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dc1,0.5,0.3702805207229983,-1.0,0.993494396488884
517,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dc2,0.16666666666666666,1.0,-2.584962500721156,0.0
518,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dc3,0.3333333333333333,0.4618760813451059,-1.5849625007211563,0.7724586460751457
519,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dc4,0.0,0.5906101570197743,-inf,0.5265991120217288
520,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl1,0.0,0.3544661505567905,-inf,1.0371424225991508
521,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl2d,0.0,0.5983344936797832,-inf,0.5136053274320601
522,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl2v,0.0,0.5983344936797832,-inf,0.5136053274320601
523,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl3,0.2,1.0,-2.321928094887362,0.0
524,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl4,0.0,0.35239713180857546,-inf,1.0429965239754382
525,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dl5,0.25,0.631714662817655,-2.0,0.4593174696678206
526,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm1,0.18181818181818182,1.0,-2.4594316186372973,0.0
527,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm2,0.08333333333333333,0.6891052097040622,-3.584962500721156,0.3723613204907362
528,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm3,0.0,0.35239713180857546,-inf,1.0429965239754382
529,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm4,0.0,0.5906101570197743,-inf,0.5265991120217288
530,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm5,0.2,1.0,-2.321928094887362,0.0
531,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dm6,0.16666666666666666,1.0,-2.584962500721156,0.0
532,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dp1l,1.0,0.03620415384643679,0.0,3.3185814195942234
533,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle dp1m,0.5,0.06634093317002733,-1.0,2.7129481790860197
534,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle v,0.0,1.0,-inf,0.0
535,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va1d,0.0,1.0,-inf,0.0
536,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va1v,0.0,1.0,-inf,0.0
537,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va2,0.18181818181818182,1.0,-2.4594316186372973,0.0
538,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va3,0.2857142857142857,0.6126796903340725,-1.8073549220576042,0.4899130076144019
539,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va4,0.25,0.5408667483036235,-2.0,0.6145823367519889
540,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va5,0.5714285714285714,0.04859889062036782,-0.8073549220576042,3.0241545750776258
541,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va6,0.25,0.5408667483036235,-2.0,0.6145823367519889
542,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va7l,0.125,1.0,-3.0,0.0
543,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle va7m,0.1,1.0,-3.321928094887362,0.0
544,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc1,0.08333333333333333,0.6891052097040622,-3.584962500721156,0.3723613204907362
545,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc2,0.1111111111111111,1.0,-3.1699250014423126,0.0
546,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc3l,0.0,1.0,-inf,0.0
547,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc3m,0.0,0.35889746643889153,-inf,1.0247185400931367
548,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc4,0.0,0.5983344936797832,-inf,0.5136053274320601
549,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vc5,0.6,0.08418333474825153,-0.7369655941662062,2.4747583019286044
550,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vl1,0.0,1.0,-inf,0.0
551,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vl2a,0.25,0.5408667483036235,-2.0,0.6145823367519889
552,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vl2p,0.8571428571428571,0.002996571354113285,-0.22239242133644802,5.810286525863885
553,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm1,0.0,0.5906101570197743,-inf,0.5265991120217288
554,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm2,0.0,1.0,-inf,0.0
555,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm3,0.1,1.0,-3.321928094887362,0.0
556,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm4,0.4,0.257980909598345,-1.3219280948873622,1.3548696906030606
557,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm5d,0.0,0.5983344936797832,-inf,0.5136053274320601
558,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm5v,0.14285714285714285,1.0,-2.807354922057604,0.0
559,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm7d,0.0,0.5983344936797832,-inf,0.5136053274320601
560,Orco -/- alpha'/beta' vs. Orco +/+ alpha/beta shuffle vm7v,0.0,0.35239713180857546,-inf,1.0429965239754382
561,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' d,1.0,0.5420408163265296,0.0,0.6124139735023955
562,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' da1,0.4,1.0,-1.3219280948873622,0.0
563,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' da2,1.0,0.5420408163265296,0.0,0.6124139735023955
564,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' da3,0.0,1.0,-inf,0.0
565,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' da4l,0.0,1.0,-inf,0.0
566,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' da4m,0.0,1.0,-inf,0.0
567,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dc1,0.3333333333333333,1.0,-1.5849625007211563,0.0
568,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dc2,0.5,1.0,-1.0,0.0
569,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dc3,0.3333333333333333,1.0,-1.5849625007211563,0.0
570,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dc4,0.0,0.5420408163265277,-inf,0.6124139735023989
571,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl1,0.0,0.16259699069266914,-inf,1.8164805894648504
572,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl2d,0.0,1.0,-inf,0.0
573,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl2v,0.0,1.0,-inf,0.0
574,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl3,0.0,0.31999999999999984,-inf,1.1394342831883653
575,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl4,0.0,1.0,-inf,0.0
576,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dl5,0.6666666666666666,0.6497876116218897,-0.5849625007211563,0.4311097208382474
577,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm1,0.3333333333333333,1.0,-1.5849625007211563,0.0
578,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm2,0.25,1.0,-2.0,0.0
579,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm3,0.0,1.0,-inf,0.0
580,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm4,0.0,1.0,-inf,0.0
581,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm5,0.14285714285714285,0.40915542087583384,-2.807354922057604,0.8936601929804603
582,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dm6,0.2,0.6497876116218925,-2.321928094887362,0.4311097208382431
583,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dp1l,1.0,0.36961770091940593,0.0,0.9952860482634381
584,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' dp1m,0.4,1.0,-1.3219280948873622,0.0
585,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' v,0.0,1.0,-inf,0.0
586,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va1d,0.0,1.0,-inf,0.0
587,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va1v,0.0,1.0,-inf,0.0
588,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va2,1.0,0.5842640034737305,0.0,0.5374023375598945
589,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va3,0.4,1.0,-1.3219280948873622,0.0
590,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va4,0.0,0.31999999999999984,-inf,1.1394342831883653
591,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va5,4.0,0.03126734505087879,2.0,3.465181015150236
592,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va6,0.3333333333333333,1.0,-1.5849625007211563,0.0
593,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va7l,0.3333333333333333,1.0,-1.5849625007211563,0.0
594,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' va7m,1.0,0.5420408163265296,0.0,0.6124139735023955
595,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc1,0.3333333333333333,1.0,-1.5849625007211563,0.0
596,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc2,0.0,0.31999999999999984,-inf,1.1394342831883653
597,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc3l,0.0,1.0,-inf,0.0
598,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc3m,0.0,1.0,-inf,0.0
599,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc4,0.0,0.5420408163265277,-inf,0.6124139735023989
600,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vc5,3.0,0.09057750759878411,1.584962500721156,2.401549357254014
601,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vl1,0.0,1.0,-inf,0.0
602,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vl2a,1.0,0.5420408163265296,0.0,0.6124139735023955
603,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vl2p,3.0,0.009116246287685294,1.584962500721156,4.697697150885408
604,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm1,0.0,0.5420408163265277,-inf,0.6124139735023989
605,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm2,0.0,1.0,-inf,0.0
606,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm3,0.0,0.31999999999999984,-inf,1.1394342831883653
607,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm4,2.0,0.23673469387755022,1.0,1.440815199998311
608,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm5d,0.0,1.0,-inf,0.0
609,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm5v,0.3333333333333333,1.0,-1.5849625007211563,0.0
610,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm7d,0.0,1.0,-inf,0.0
611,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' vm7v,0.0,1.0,-inf,0.0
612,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle d,1.0,0.5420408163265296,0.0,0.6124139735023955
613,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle da1,2.0,0.23673469387755022,1.0,1.440815199998311
614,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle da2,0.0,0.31999999999999984,-inf,1.1394342831883653
615,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle da3,0.0,0.29194963091619663,-inf,1.2311739884554904
616,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle da4l,0.0,0.29194963091619663,-inf,1.2311739884554904
617,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle da4m,0.0,0.08123166380335678,-inf,2.5104501595073887
618,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dc1,1.0,0.5420408163265296,0.0,0.6124139735023955
619,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dc2,0.5,1.0,-1.0,0.0
620,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dc3,0.0,0.31999999999999984,-inf,1.1394342831883653
621,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dc4,0.0,1.0,-inf,0.0
622,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl1,0.0,0.5420408163265277,-inf,0.6124139735023989
623,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl2d,0.0,0.5420408163265277,-inf,0.6124139735023989
624,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl2v,0.0,1.0,-inf,0.0
625,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl3,0.5,1.0,-1.0,0.0
626,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl4,0.0,1.0,-inf,0.0
627,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dl5,0.6666666666666666,0.6497876116218897,-0.5849625007211563,0.4311097208382474
628,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm1,1.0,0.5842640034737305,0.0,0.5374023375598945
629,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm2,1.0,0.5420408163265296,0.0,0.6124139735023955
630,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm3,0.0,1.0,-inf,0.0
631,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm4,0.0,1.0,-inf,0.0
632,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm5,0.5,1.0,-1.0,0.0
633,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dm6,0.5,1.0,-1.0,0.0
634,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dp1l,1.5,0.3108723970624317,0.5849625007211562,1.1683727498331256
635,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle dp1m,1.3333333333333333,0.19026650808334436,0.41503749927884376,1.659329515527182
636,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle v,0.0,1.0,-inf,0.0
637,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va1d,0.0,1.0,-inf,0.0
638,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va1v,0.0,1.0,-inf,0.0
639,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va2,1.0,0.5842640034737305,0.0,0.5374023375598945
640,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va3,0.0,0.09795918367346901,-inf,2.323204380196785
641,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va4,0.3333333333333333,1.0,-1.5849625007211563,0.0
642,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va5,1.0,0.24883268127723038,0.0,1.3909745711276285
643,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va6,0.0,0.31999999999999984,-inf,1.1394342831883653
644,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va7l,0.5,1.0,-1.0,0.0
645,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle va7m,0.2,0.6497876116218925,-2.321928094887362,0.4311097208382431
646,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc1,0.5,1.0,-1.0,0.0
647,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc2,0.3333333333333333,1.0,-1.5849625007211563,0.0
648,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc3l,0.0,1.0,-inf,0.0
649,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc3m,0.0,1.0,-inf,0.0
650,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc4,0.0,1.0,-inf,0.0
651,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vc5,1.0,0.36961770091940593,0.0,0.9952860482634381
652,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vl1,0.0,0.5420408163265277,-inf,0.6124139735023989
653,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vl2a,0.0,0.31999999999999984,-inf,1.1394342831883653
654,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vl2p,3.0,0.009116246287685294,1.584962500721156,4.697697150885408
655,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vm1,0.0,1.0,-inf,0.0
656,Orco -/- alpha'/beta' vs. Orco +/+ alpha'/beta' shuffle vm2,0.0,0.5420408163265277,-inf,0.6124139735023989
