,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
0,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' d,8.0,1.0,3.0,0.0
1,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' da1,7.5,0.6852613414261507,2.9068905956085187,0.37795499315014014
2,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' da2,0.0,0.10191082802547823,-inf,2.2836570831085217
3,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' da3,0.0,1.0,-inf,0.0
4,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' da4l,0.0,1.0,-inf,0.0
5,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' da4m,0.0,1.0,-inf,0.0
6,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dc1,34.0,0.12423055907084216,5.087462841250339,2.0856160924781633
7,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dc2,18.0,0.6949607568912353,4.169925001442312,0.3638998999162451
8,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dc3,28.0,0.3082204658916272,4.807354922057604,1.1769399537205771
9,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dc4,0.0,0.5994696720896227,-inf,0.5117098944687426
10,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl1,0.0,0.22117832359460732,-inf,1.508786008735166
11,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl2d,0.0,1.0,-inf,0.0
12,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl2v,0.0,1.0,-inf,0.0
13,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl3,9.0,1.0,3.169925001442312,0.0
14,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl4,0.0,1.0,-inf,0.0
15,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dl5,11.5,1.0,3.523561956057013,0.0
16,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm1,3.5,0.2295354108946234,1.8073549220576042,1.4716979655467766
17,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm2,8.0,1.0,3.0,0.0
18,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm3,0.0,1.0,-inf,0.0
19,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm4,0.0,1.0,-inf,0.0
20,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm5,9.0,1.0,3.169925001442312,0.0
21,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dm6,12.0,1.0,3.584962500721156,0.0
22,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dp1l,2.3333333333333335,0.06715825093095802,1.222392421336448,2.7007034904270277
23,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' dp1m,3.5,0.09099375866722817,1.8073549220576042,2.396964360891835
24,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' v,0.0,1.0,-inf,0.0
25,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va1d,0.0,0.36748392176592937,-inf,1.0010757115831086
26,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va1v,0.0,0.3638391207295605,-inf,1.011043485063276
27,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va2,4.0,0.27012970088554095,2.0,1.3088530616760956
28,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va3,7.5,0.6852613414261507,2.9068905956085187,0.37795499315014014
29,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va4,4.0,0.4200460622220635,2.0,0.8673909017609585
30,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va5,3.5,0.09099375866722817,1.8073549220576042,2.396964360891835
31,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va6,17.0,0.6965020078037895,4.087462841250339,0.3616846030617806
32,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va7l,5.0,0.4810938451460539,2.321928094887362,0.7316929236529852
33,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' va7m,8.0,1.0,3.0,0.0
34,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc1,3.0,0.3523142154742722,1.584962500721156,1.0432318439685264
35,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc2,2.0,0.27722021147129006,1.0,1.2829431013688173
36,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc3l,0.0,0.22029309441416453,-inf,1.5127963719467399
37,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc3m,0.0,0.6000710689783799,-inf,0.5107071824831365
38,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc4,0.0,1.0,-inf,0.0
39,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vc5,2.3333333333333335,0.06715825093095802,1.222392421336448,2.7007034904270277
40,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vl1,0.0,1.0,-inf,0.0
41,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vl2a,15.0,1.0,3.9068905956085187,0.0
42,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vl2p,2.1666666666666665,0.0052684749710530015,1.1154772174199359,5.246014337613968
43,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm1,0.0,1.0,-inf,0.0
44,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm2,0.0,1.0,-inf,0.0
45,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm3,2.0,0.27722021147129006,1.0,1.2829431013688173
46,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm4,2.5,0.15119324338460574,1.3219280948873624,1.8891965028449311
47,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm5d,0.0,0.6049681579296621,-inf,0.5025794538576024
48,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm5v,13.0,1.0,3.700439718141092,0.0
49,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm7d,0.0,1.0,-inf,0.0
50,Orco -/- alpha/beta vs. Orco -/- alpha'/beta' vm7v,0.0,1.0,-inf,0.0
51,Orco -/- alpha/beta vs. Orco -/- gamma d,4.0,1.0,2.0,0.0
52,Orco -/- alpha/beta vs. Orco -/- gamma da1,2.5,0.5858865976112442,1.3219280948873624,0.5346290275671632
53,Orco -/- alpha/beta vs. Orco -/- gamma da2,0.0,1.0,-inf,0.0
54,Orco -/- alpha/beta vs. Orco -/- gamma da3,0.0,1.0,-inf,0.0
55,Orco -/- alpha/beta vs. Orco -/- gamma da4l,5.0,1.0,2.321928094887362,0.0
56,Orco -/- alpha/beta vs. Orco -/- gamma da4m,0.0,1.0,-inf,0.0
57,Orco -/- alpha/beta vs. Orco -/- gamma dc1,5.666666666666667,0.20590740365902346,2.5025003405291835,1.5803287080473833
58,Orco -/- alpha/beta vs. Orco -/- gamma dc2,4.5,0.7884499561493499,2.169925001442312,0.23768634174681533
59,Orco -/- alpha/beta vs. Orco -/- gamma dc3,2.5454545454545454,0.40393979045345696,1.3479233034203069,0.9064894456586343
60,Orco -/- alpha/beta vs. Orco -/- gamma dc4,3.0,1.0,1.584962500721156,0.0
61,Orco -/- alpha/beta vs. Orco -/- gamma dl1,9.5,0.168994967191958,3.2479275134435857,1.777886344431737
62,Orco -/- alpha/beta vs. Orco -/- gamma dl2d,1.6666666666666667,0.3921864451426711,0.7369655941662062,0.9360179269016086
63,Orco -/- alpha/beta vs. Orco -/- gamma dl2v,2.3333333333333335,0.7009244292000398,1.222392421336448,0.3553552020383897
64,Orco -/- alpha/beta vs. Orco -/- gamma dl3,4.5,1.0,2.169925001442312,0.0
65,Orco -/- alpha/beta vs. Orco -/- gamma dl4,3.0,1.0,1.584962500721156,0.0
66,Orco -/- alpha/beta vs. Orco -/- gamma dl5,7.666666666666667,0.14169173431298673,2.9385994553358565,1.954101466287626
67,Orco -/- alpha/beta vs. Orco -/- gamma dm1,1.0,0.02210978054119192,0.0,3.811735209933553
68,Orco -/- alpha/beta vs. Orco -/- gamma dm2,4.0,1.0,2.0,0.0
69,Orco -/- alpha/beta vs. Orco -/- gamma dm3,1.6666666666666667,0.3921864451426711,0.7369655941662062,0.9360179269016086
70,Orco -/- alpha/beta vs. Orco -/- gamma dm4,0.0,0.5922554975744532,-inf,0.523817153462976
71,Orco -/- alpha/beta vs. Orco -/- gamma dm5,1.5,0.12080490041753107,0.5849625007211562,2.113578427933925
72,Orco -/- alpha/beta vs. Orco -/- gamma dm6,2.0,0.3770939255712451,1.0,0.9752609831179309
73,Orco -/- alpha/beta vs. Orco -/- gamma dp1l,7.0,0.6831610192764713,2.807354922057604,0.3810246942296957
74,Orco -/- alpha/beta vs. Orco -/- gamma dp1m,1.5555555555555556,0.06735235226453,0.6374299206152918,2.697817450758973
75,Orco -/- alpha/beta vs. Orco -/- gamma v,0.0,1.0,-inf,0.0
76,Orco -/- alpha/beta vs. Orco -/- gamma va1d,5.0,0.5724400391972206,2.321928094887362,0.5578472840655271
77,Orco -/- alpha/beta vs. Orco -/- gamma va1v,2.8,0.7764110747655866,1.4854268271702418,0.25307316353658543
78,Orco -/- alpha/beta vs. Orco -/- gamma va2,1.1428571428571428,0.04936392576675557,0.19264507794239583,3.0085353691854677
79,Orco -/- alpha/beta vs. Orco -/- gamma va3,1.3636363636363635,0.02248712975181725,0.44745897697122117,3.79481214446283
80,Orco -/- alpha/beta vs. Orco -/- gamma va4,2.0,0.6255128703979086,1.0,0.46918337311114466
81,Orco -/- alpha/beta vs. Orco -/- gamma va5,2.8,0.7764110747655866,1.4854268271702418,0.25307316353658543
82,Orco -/- alpha/beta vs. Orco -/- gamma va6,2.4285714285714284,0.448837750754645,1.2801079191927351,0.8010938134389044
83,Orco -/- alpha/beta vs. Orco -/- gamma va7l,5.0,1.0,2.321928094887362,0.0
84,Orco -/- alpha/beta vs. Orco -/- gamma va7m,1.3333333333333333,0.09741878361053133,0.41503749927884376,2.328736236716065
85,Orco -/- alpha/beta vs. Orco -/- gamma vc1,3.0,1.0,1.584962500721156,0.0
86,Orco -/- alpha/beta vs. Orco -/- gamma vc2,1.0,0.23315998532686338,0.0,1.4560304287364103
87,Orco -/- alpha/beta vs. Orco -/- gamma vc3l,2.4285714285714284,0.448837750754645,1.2801079191927351,0.8010938134389044
88,Orco -/- alpha/beta vs. Orco -/- gamma vc3m,2.5,0.7423497157131349,1.3219280948873624,0.2979348318715031
89,Orco -/- alpha/beta vs. Orco -/- gamma vc4,1.6666666666666667,0.3921864451426711,0.7369655941662062,0.9360179269016086
90,Orco -/- alpha/beta vs. Orco -/- gamma vc5,7.0,0.6831610192764713,2.807354922057604,0.3810246942296957
91,Orco -/- alpha/beta vs. Orco -/- gamma vl1,0.0,1.0,-inf,0.0
92,Orco -/- alpha/beta vs. Orco -/- gamma vl2a,7.5,0.3677751748928142,2.9068905956085187,1.000283465303009
93,Orco -/- alpha/beta vs. Orco -/- gamma vl2p,13.0,0.19392542319543032,3.700439718141092,1.6402816103441804
94,Orco -/- alpha/beta vs. Orco -/- gamma vm1,0.0,0.338497187126183,-inf,1.0832394964835868
95,Orco -/- alpha/beta vs. Orco -/- gamma vm2,0.4,0.008233663402927471,-1.3219280948873622,4.799524235395485
96,Orco -/- alpha/beta vs. Orco -/- gamma vm3,0.2857142857142857,0.0006208575509947849,-1.8073549220576042,7.384408888825726
97,Orco -/- alpha/beta vs. Orco -/- gamma vm4,2.5,0.6661875024520817,1.3219280948873624,0.40618411285201345
98,Orco -/- alpha/beta vs. Orco -/- gamma vm5d,5.5,0.7357469003577726,2.4594316186372973,0.3068691047788596
99,Orco -/- alpha/beta vs. Orco -/- gamma vm5v,2.6,0.7692762437489862,1.3785116232537298,0.2623051493411425
100,Orco -/- alpha/beta vs. Orco -/- gamma vm7d,3.0,1.0,1.584962500721156,0.0
101,Orco -/- alpha/beta vs. Orco -/- gamma vm7v,0.0,0.574527475729816,-inf,0.5542073573716257
102,Orco -/- alpha/beta vs. Orco +/+ alpha/beta d,0.8888888888888888,0.314173666977737,-0.16992500144231243,1.1578093664190714
103,Orco -/- alpha/beta vs. Orco +/+ alpha/beta da1,1.6666666666666667,0.8284187646678585,0.7369655941662062,0.18823649801776268
104,Orco -/- alpha/beta vs. Orco +/+ alpha/beta da2,0.0,1.0,-inf,0.0
105,Orco -/- alpha/beta vs. Orco +/+ alpha/beta da3,1.0,1.0,0.0,0.0
106,Orco -/- alpha/beta vs. Orco +/+ alpha/beta da4l,2.5,0.7037142800795247,1.3219280948873624,0.35138285736413866
107,Orco -/- alpha/beta vs. Orco +/+ alpha/beta da4m,1.0,1.0,0.0,0.0
108,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dc1,1.2592592592592593,0.5477295719013586,0.3325753390868709,0.6019735957682305
109,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dc2,1.8,0.6833804495002775,0.8479969065549501,0.3807035474065575
110,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dc3,1.75,0.6108685073880356,0.8073549220576041,0.4928735518288432
111,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dc4,1.125,0.6152638737117235,0.16992500144231237,0.4857040402509121
112,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl1,1.1176470588235294,0.4622551118577942,0.16046467219324612,0.7716383501329032
113,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl2d,1.0,0.7440978105999014,0.0,0.29558278692984147
114,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl2v,2.3333333333333335,0.7440978105999014,1.222392421336448,0.29558278692984147
115,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl3,0.8181818181818182,0.2343451214057694,-0.2895066171949848,1.4509603723860334
116,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl4,0.75,0.4473491624218536,-0.4150374992788438,0.8044158653008837
117,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dl5,2.090909090909091,0.3472356093972646,1.0641303374197155,1.0577517398269598
118,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm1,2.3333333333333335,0.7440978105999014,1.222392421336448,0.29558278692984147
119,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm2,1.3333333333333333,1.0,0.41503749927884376,0.0
120,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm3,2.5,0.7037142800795247,1.3219280948873624,0.35138285736413866
121,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm4,2.5,0.7037142800795247,1.3219280948873624,0.35138285736413866
122,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm5,3.0,0.36891007594594954,1.584962500721156,0.9972023612639
123,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dm6,4.0,0.10859731655551275,2.0,2.220108581221169
124,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dp1l,1.4,1.0,0.48542682717024166,0.0
125,Orco -/- alpha/beta vs. Orco +/+ alpha/beta dp1m,0.8235294117647058,0.116136230137001,-0.28010791919273537,2.1529913792085837
126,Orco -/- alpha/beta vs. Orco +/+ alpha/beta v,0.0,1.0,-inf,0.0
127,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va1d,1.3636363636363635,1.0,0.44745897697122117,0.0
128,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va1v,2.0,0.6427032340619624,1.0,0.4420721946244616
129,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va2,1.6,1.0,0.6780719051126377,0.0
130,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va3,1.6666666666666667,0.8284187646678585,0.7369655941662062,0.18823649801776268
131,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va4,2.0,1.0,1.0,0.0
132,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va5,1.4,1.0,0.48542682717024166,0.0
133,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va6,1.5454545454545454,1.0,0.6280312226130421,0.0
134,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va7l,5.0,0.4052718764831324,2.321928094887362,0.9031971371382751
135,Orco -/- alpha/beta vs. Orco +/+ alpha/beta va7m,2.0,0.7658814092471474,1.0,0.2667279394423349
136,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc1,0.42857142857142855,0.09549901377867709,-1.222392421336448,2.3486393584736227
137,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc2,0.3333333333333333,0.06561209307439166,-1.5849625007211563,2.72399525437545
138,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc3l,1.2142857142857142,0.6956934727208564,0.2801079191927352,0.3628461284152902
139,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc3m,1.4285714285714286,1.0,0.5145731728297582,0.0
140,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc4,0.8333333333333334,0.36254420742901716,-0.2630344058337938,1.0146088605945676
141,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vc5,1.1666666666666667,0.7744277737325569,0.22239242133644802,0.2556308788223027
142,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vl1,2.0,1.0,1.0,0.0
143,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vl2a,2.142857142857143,0.4955967064077901,1.0995356735509143,0.7019927749155154
144,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vl2p,1.4444444444444444,1.0,0.5305147166987798,0.0
145,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm1,2.0,0.7414635233559328,1.0,0.2991293116607858
146,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm2,1.0,1.0,0.0,0.0
147,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm3,0.4,0.12447004763997738,-1.3219280948873622,2.0836901732266764
148,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm4,1.0,0.7440978105999014,0.0,0.29558278692984147
149,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm5d,1.5714285714285714,1.0,0.6520766965796931,0.0
150,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm5v,1.625,1.0,0.7004397181410922,0.0
151,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm7d,0.75,0.26314386736951173,-0.4150374992788438,1.3350543721489039
152,Orco -/- alpha/beta vs. Orco +/+ alpha/beta vm7v,1.3333333333333333,1.0,0.41503749927884376,0.0
153,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle d,1.6,1.0,0.6780719051126377,0.0
154,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle da1,15.0,0.002924792424760235,3.9068905956085187,5.834531766710453
155,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle da2,0.0,0.0006374882616516026,-inf,7.357974694196741
156,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle da3,0.1111111111111111,0.0016136550222124468,-3.1699250014423126,6.4292534728646995
157,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle da4l,0.7142857142857143,0.23632976364775193,-0.4854268271702417,1.4425271456845823
158,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle da4m,0.16666666666666666,0.01938291232478195,-2.584962500721156,3.9433634090530867
159,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dc1,17.0,5.941246972163153e-07,4.087462841250339,14.336176611641966
160,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dc2,3.0,0.12562639302359907,1.584962500721156,2.0744429114852094
161,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dc3,9.333333333333334,0.00012082553015417793,3.222392421336448,9.021162952457296
162,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dc4,1.2857142857142858,0.7982984928304705,0.36257007938470837,0.22527270030602242
163,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl1,2.111111111111111,0.41396693024030745,1.078002512001273,0.881969186993892
164,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl2d,0.625,0.14885630604924105,-0.6780719051126377,1.904773827290143
165,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl2v,0.875,0.41633882663859023,-0.19264507794239588,0.8762558631235084
166,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl3,1.8,0.7847873870869712,0.8479969065549501,0.24234244235991356
167,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl4,0.3,0.008435760771018475,-1.7369655941662063,4.775275374873626
168,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dl5,2.875,0.0794306005984763,1.5235619560570128,2.532871587010071
169,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm1,0.6363636363636364,0.08237180226330935,-0.6520766965796931,2.4965121061747513
170,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm2,0.6666666666666666,0.09455470145771164,-0.5849625007211563,2.3585767605479346
171,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm3,0.5,0.054482354646044076,-1.0,2.9098783976995954
172,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm4,0.7142857142857143,0.23632976364775193,-0.4854268271702417,1.4425271456845823
173,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm5,1.8,0.7847873870869712,0.8479969065549501,0.24234244235991356
174,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dm6,2.0,0.6212521453210327,1.0,0.47601824834421036
175,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dp1l,2.3333333333333335,0.7440978105999014,1.222392421336448,0.29558278692984147
176,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle dp1m,1.75,0.8205851784390246,0.8073549220576041,0.19773756099553502
177,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle v,0.2,0.04253077204634671,-2.321928094887362,3.157527416898835
178,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va1d,5.0,0.04361570303216096,2.321928094887362,3.132338032181561
179,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va1v,2.8,0.2275718776420615,1.4854268271702418,1.4802891448120667
180,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va2,0.7272727272727273,0.144634810491456,-0.4594316186372972,1.933543261774408
181,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va3,2.142857142857143,0.4955967064077901,1.0995356735509143,0.7019927749155154
182,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va4,1.0,0.7188492216163989,0.0,0.3301036489319574
183,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va5,2.0,0.6427032340619624,1.0,0.4420721946244616
184,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va6,4.25,0.03747412634905206,2.0874628412503395,3.284104548165771
185,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va7l,0.625,0.14885630604924105,-0.6780719051126377,1.904773827290143
186,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle va7m,0.8,0.2160804119854226,-0.3219280948873623,1.5321046628658357
187,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc1,0.25,0.002014782839155937,-2.0,6.207243861522373
188,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc2,0.2222222222222222,0.008484504130944892,-2.1699250014423126,4.769513822670152
189,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc3l,3.4,0.10906900047746254,1.765534746362977,2.2157745651298444
190,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc3m,0.9090909090909091,0.3523984006363548,-0.13750352374993496,1.0429929234197566
191,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc4,0.625,0.14885630604924105,-0.6780719051126377,1.904773827290143
192,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vc5,1.4,1.0,0.48542682717024166,0.0
193,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vl1,0.4,0.12447004763997738,-1.3219280948873622,2.0836901732266764
194,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vl2a,3.75,0.08857058967183848,1.9068905956085185,2.4239554214901524
195,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vl2p,1.8571428571428572,0.641892897504148,0.8930847960834881,0.44333381552676027
196,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm1,0.8571428571428571,0.3887157184352959,-0.22239242133644802,0.9449070034664095
197,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm2,1.0,1.0,0.0,0.0
198,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm3,0.2,0.004200908219752976,-2.321928094887362,5.4724545342715905
199,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm4,1.0,0.7440978105999014,0.0,0.29558278692984147
200,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm5d,1.375,1.0,0.45943161863729726,0.0
201,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm5v,1.8571428571428572,0.641892897504148,0.8930847960834881,0.44333381552676027
202,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm7d,0.75,0.26314386736951173,-0.4150374992788438,1.3350543721489039
203,Orco -/- alpha/beta vs. Orco +/+ alpha/beta shuffle vm7v,0.4,0.023086213363342455,-1.3219280948873622,3.7685196637225147
204,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' d,8.0,1.0,3.0,0.0
205,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' da1,3.0,0.5487375196646026,1.584962500721156,0.6001350580594002
206,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' da2,0.0,0.19428571428574548,-inf,1.6384254493071921
207,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' da3,0.0,1.0,-inf,0.0
208,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' da4l,0.0,0.5845373384513197,-inf,0.5369346190986513
209,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' da4m,1.0,0.3517241379310889,0.0,1.044908109696094
210,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dc1,11.333333333333334,0.0608964963909214,3.5025003405291835,2.7985796364479723
211,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dc2,9.0,0.37230847370600856,3.169925001442312,0.9880325379380684
212,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dc3,9.333333333333334,0.2086406127339578,3.222392421336448,1.5671420634481337
213,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dc4,3.0,0.7042353773317982,1.584962500721156,0.3506426359033441
214,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl1,3.8,0.7872083263201766,1.925999418556223,0.23926235616566024
215,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl2d,0.0,0.5845373384513197,-inf,0.5369346190986513
216,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl2v,3.5,0.6872904334369349,1.8073549220576042,0.3749983200014486
217,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl3,0.0,0.20887418334280342,-inf,1.5660232018633145
218,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl4,0.0,1.0,-inf,0.0
219,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dl5,7.666666666666667,0.4198725894157353,2.9385994553358565,0.8678039722611944
220,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm1,1.1666666666666667,0.02149224538886758,0.22239242133644802,3.8400630884966014
221,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm2,2.0,0.2517616754351867,1.0,1.3792723713578103
222,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm3,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
223,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm4,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
224,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm5,1.2857142857142858,0.017569603943249225,0.36257007938470837,4.041584918684937
